time_s,ax,ay,az,gx,gy,gz,current,voltage,power,label
29.242,-484.0,-352.0,23116.0,-461.0,-33.0,-101.0,0.111,12.23,1.35,defect
29.35,-1760.0,-2052.0,22760.0,-246.0,33.0,-156.0,0.231,12.29,2.85,defect
29.459,-7204.0,-2644.0,21356.0,-196.0,-601.0,-462.0,0.374,12.35,4.62,defect
29.567,-1120.0,-672.0,22264.0,-302.0,-379.0,-69.0,0.456,12.37,5.64,defect
29.675,6564.0,1120.0,22040.0,-775.0,1588.0,123.0,0.357,12.33,4.39,defect
29.783,72.0,-1180.0,22068.0,-438.0,405.0,-140.0,0.204,12.26,2.5,defect
29.891,268.0,180.0,21628.0,-318.0,161.0,-91.0,0.115,12.22,1.55,defect
29.999,-4620.0,1104.0,22592.0,-375.0,-1599.0,-322.0,0.138,12.24,1.69,defect
30.108,812.0,496.0,21004.0,-377.0,95.0,58.0,0.308,12.32,3.81,defect
30.216,560.0,240.0,21544.0,-347.0,-22.0,14.0,0.445,12.38,5.16,defect
30.324,2360.0,-1904.0,21416.0,-316.0,430.0,-99.0,0.457,12.37,5.65,defect
30.432,920.0,-160.0,21596.0,-285.0,324.0,-51.0,0.334,12.34,4.11,defect
30.54,1576.0,-1048.0,20328.0,-516.0,458.0,-113.0,0.164,12.24,2.0,defect
30.648,2772.0,-800.0,19396.0,-259.0,621.0,-44.0,0.114,12.22,1.39,defect
30.757,-620.0,-144.0,22812.0,-338.0,-170.0,4.0,0.138,12.23,1.7,defect
30.865,-876.0,-2132.0,23800.0,-342.0,-154.0,-370.0,0.323,12.32,3.98,defect
30.973,-1724.0,192.0,21508.0,-423.0,-298.0,23.0,0.418,12.37,5.17,defect
31.08,2780.0,544.0,19572.0,80.0,-343.0,-77.0,0.462,12.38,5.71,defect
31.189,-872.0,-636.0,22240.0,-312.0,163.0,-141.0,0.313,12.32,3.84,defect
31.297,-488.0,1212.0,23516.0,-415.0,-235.0,26.0,0.187,12.25,2.29,defect
31.405,5912.0,2284.0,19552.0,-418.0,1197.0,401.0,0.118,12.22,1.44,defect
31.513,2320.0,536.0,20208.0,-326.0,509.0,-154.0,0.155,12.24,1.9,defect
31.621,3012.0,160.0,19436.0,-335.0,78.0,-125.0,0.296,12.32,3.65,defect
31.73,1868.0,1724.0,20404.0,-457.0,198.0,13.0,0.446,12.37,5.15,defect
31.837,-1408.0,-928.0,22452.0,-177.0,-132.0,-158.0,0.452,12.37,5.59,defect
31.945,6528.0,1472.0,16524.0,-313.0,1433.0,87.0,0.324,12.33,3.99,defect
32.053,2048.0,920.0,20504.0,-355.0,317.0,-115.0,0.164,12.25,2.01,defect
32.162,2480.0,1088.0,19108.0,-26.0,156.0,-212.0,0.118,12.22,1.45,defect
32.269,2180.0,-732.0,20972.0,-278.0,385.0,-130.0,0.124,12.23,1.52,defect
32.377,-1028.0,272.0,22732.0,-368.0,-78.0,8.0,0.257,12.3,3.17,defect
32.486,3864.0,-1064.0,20340.0,-304.0,1066.0,-7.0,0.376,12.35,4.66,defect
32.594,-2552.0,-960.0,24040.0,-219.0,-339.0,-209.0,0.415,12.38,5.14,defect
32.702,-1072.0,-1656.0,22076.0,-300.0,-101.0,-52.0,0.442,12.35,5.45,defect
32.81,784.0,-524.0,21644.0,-403.0,129.0,-16.0,0.289,12.31,3.55,defect
32.918,-368.0,-828.0,21760.0,-494.0,207.0,-38.0,0.179,12.25,2.19,defect
33.026,204.0,-1712.0,20432.0,-253.0,166.0,-24.0,0.114,12.22,1.4,defect
33.135,1132.0,-1140.0,23436.0,-335.0,429.0,-118.0,0.139,12.24,1.7,defect
33.242,2136.0,1340.0,18120.0,-533.0,380.0,108.0,0.247,12.32,3.05,defect
33.35,-804.0,60.0,22172.0,-490.0,-93.0,-75.0,0.421,12.37,5.21,defect
33.458,-1848.0,-1048.0,23292.0,-290.0,195.0,-94.0,0.466,12.38,5.77,defect
33.566,2560.0,-920.0,20148.0,-302.0,688.0,-52.0,0.342,12.33,5.12,defect
33.674,800.0,-1848.0,20868.0,-353.0,437.0,-210.0,0.212,12.26,2.6,defect
33.782,-2408.0,-332.0,22252.0,-256.0,-131.0,-127.0,0.132,12.22,1.62,defect
33.892,4208.0,-1404.0,22064.0,-363.0,895.0,-177.0,0.131,12.23,1.6,defect
33.998,6248.0,-1684.0,18612.0,-521.0,848.0,93.0,0.192,12.28,2.37,defect
34.107,500.0,-768.0,21264.0,-386.0,176.0,-112.0,0.353,12.34,4.36,defect
34.214,2540.0,-820.0,21296.0,-375.0,522.0,-86.0,0.448,12.38,5.54,defect
34.323,-864.0,-2172.0,24112.0,-329.0,105.0,-421.0,0.443,12.35,5.47,defect
34.43,1204.0,-256.0,19996.0,-445.0,334.0,-11.0,0.283,12.3,3.47,defect
34.539,1896.0,-984.0,21240.0,-426.0,875.0,-105.0,0.142,12.23,1.74,defect
34.647,1096.0,-1152.0,20604.0,-302.0,372.0,23.0,0.112,12.22,1.37,defect
34.755,2240.0,960.0,21656.0,-196.0,532.0,-238.0,0.148,12.27,1.81,defect
34.864,916.0,-1252.0,19152.0,-193.0,324.0,-87.0,0.323,12.33,3.99,defect
34.972,2448.0,1060.0,19388.0,-307.0,153.0,178.0,0.429,12.37,5.31,defect
35.08,-276.0,-2320.0,22320.0,-109.0,-62.0,-105.0,0.446,12.37,5.79,defect
35.188,-120.0,-656.0,21620.0,-460.0,-15.0,-41.0,0.333,12.33,4.09,defect
35.296,-1072.0,-20.0,23240.0,-361.0,-334.0,-15.0,0.205,12.26,2.51,defect
35.404,-1964.0,-548.0,22092.0,-455.0,-140.0,-97.0,0.114,12.22,1.58,defect
35.512,908.0,-160.0,21360.0,-485.0,107.0,-61.0,0.128,12.23,1.56,defect
35.62,12.0,-1028.0,22108.0,-273.0,141.0,-83.0,0.198,12.28,2.44,defect
35.727,-112.0,-444.0,20828.0,-380.0,107.0,43.0,0.382,12.36,4.72,defect
35.836,1424.0,-648.0,21872.0,-123.0,591.0,-381.0,0.451,12.38,5.58,defect
35.943,-140.0,-2176.0,21908.0,-181.0,359.0,-201.0,0.444,12.36,5.49,defect
36.052,-576.0,1296.0,22452.0,-353.0,-477.0,23.0,0.287,12.3,3.53,defect
36.159,1488.0,-2316.0,23468.0,-173.0,583.0,0.0,0.166,12.24,2.03,defect
36.268,-452.0,-160.0,21512.0,-371.0,-148.0,-63.0,0.11,12.22,1.35,defect
36.376,-1628.0,-1132.0,24332.0,-387.0,-167.0,-235.0,0.164,12.26,2.02,defect
36.485,3768.0,528.0,19648.0,-502.0,522.0,-36.0,0.368,12.35,4.55,defect
36.594,2024.0,-1052.0,20132.0,-398.0,401.0,-81.0,0.444,12.38,5.5,defect
36.702,204.0,-2048.0,22952.0,-298.0,343.0,-215.0,0.429,12.35,5.29,defect
36.809,4660.0,724.0,18688.0,-306.0,586.0,141.0,0.275,12.3,3.38,defect
36.918,-3816.0,-388.0,22312.0,-739.0,-460.0,56.0,0.168,12.22,2.05,defect
37.025,1660.0,-964.0,21512.0,-256.0,559.0,-83.0,0.114,12.22,1.4,defect
37.133,3068.0,-940.0,17700.0,-410.0,846.0,-128.0,0.158,12.25,1.95,defect
37.241,-3876.0,-1252.0,20632.0,-259.0,-511.0,-190.0,0.35,12.34,3.6,defect
37.351,272.0,-320.0,20732.0,-196.0,-76.0,22.0,0.454,12.38,5.61,defect
37.459,2392.0,-1208.0,19548.0,-436.0,34.0,38.0,0.445,12.36,5.49,defect
37.566,1060.0,-468.0,20340.0,-412.0,370.0,-120.0,0.252,12.29,3.81,defect
37.674,1248.0,-480.0,20552.0,-573.0,434.0,-58.0,0.151,12.24,1.84,defect
37.783,572.0,900.0,20500.0,-407.0,83.0,-11.0,0.112,12.22,1.37,defect
37.89,2592.0,-1128.0,21396.0,-338.0,631.0,-89.0,0.174,12.26,2.14,defect
38.0,-1328.0,-168.0,21200.0,-374.0,-464.0,-159.0,0.327,12.33,4.04,defect
38.107,1676.0,72.0,20272.0,-412.0,407.0,-100.0,0.42,12.37,5.2,defect
38.216,500.0,-1660.0,24100.0,-446.0,1465.0,-35.0,0.451,12.36,5.57,defect
38.323,2468.0,-1084.0,21972.0,-238.0,356.0,-22.0,0.321,12.32,3.95,defect
38.432,-1716.0,304.0,21896.0,-477.0,-48.0,-132.0,0.189,12.25,2.31,defect
38.539,-244.0,-580.0,22328.0,-328.0,238.0,-77.0,0.115,12.22,1.4,defect
38.647,4092.0,368.0,19080.0,-385.0,1039.0,41.0,0.136,12.24,1.67,defect
38.756,-140.0,-3292.0,21616.0,119.0,-41.0,-115.0,0.275,12.29,3.39,defect
38.863,1304.0,-1024.0,20280.0,-423.0,480.0,-24.0,0.406,12.37,5.03,defect
38.972,1160.0,360.0,21964.0,-437.0,407.0,-216.0,0.459,12.38,5.68,defect
39.08,756.0,-976.0,22000.0,-424.0,230.0,-197.0,0.429,12.34,5.3,defect
39.187,296.0,-712.0,21996.0,-432.0,-56.0,-84.0,0.224,12.27,2.75,defect
39.296,668.0,-420.0,20348.0,-352.0,229.0,-60.0,0.14,12.23,1.71,defect
39.404,3700.0,-740.0,19988.0,-419.0,989.0,-113.0,0.122,12.23,1.28,defect
39.512,-7620.0,-2604.0,27288.0,-86.0,-1220.0,-135.0,0.19,12.28,2.34,defect
39.621,1256.0,-1312.0,21960.0,-382.0,405.0,-166.0,0.374,12.35,4.63,defect
39.728,-1456.0,324.0,22820.0,-365.0,-221.0,-16.0,0.454,12.38,5.43,defect
39.838,-2080.0,-1864.0,25652.0,-411.0,-114.0,-365.0,0.432,12.35,5.33,defect
39.946,1516.0,64.0,20616.0,-505.0,411.0,-149.0,0.219,12.26,2.68,defect
40.055,-52.0,276.0,22056.0,-393.0,-81.0,-54.0,0.114,12.22,1.57,defect
40.163,1988.0,-924.0,21568.0,-289.0,392.0,-89.0,0.135,12.23,1.65,defect
40.27,2464.0,-1736.0,21348.0,-200.0,657.0,-162.0,0.242,12.29,2.98,defect
40.379,5416.0,-660.0,16204.0,-197.0,1372.0,-35.0,0.416,12.37,5.14,defect
40.486,-1212.0,-2708.0,22380.0,-327.0,-86.0,-252.0,0.457,12.38,5.66,defect
40.594,-1280.0,916.0,20268.0,-520.0,-9.0,-14.0,0.428,12.35,5.28,defect
40.703,2232.0,352.0,20820.0,-488.0,360.0,-62.0,0.213,12.27,2.61,defect
40.81,300.0,-1808.0,23072.0,-327.0,248.0,-302.0,0.127,12.22,1.55,defect
40.918,2076.0,-1340.0,21068.0,-184.0,637.0,-144.0,0.116,12.22,1.42,defect
41.026,412.0,-548.0,23580.0,-213.0,65.0,-27.0,0.209,12.28,2.58,defect
41.135,512.0,756.0,20520.0,-516.0,188.0,44.0,0.337,12.34,4.16,defect
41.242,-3312.0,340.0,21260.0,-423.0,-645.0,-61.0,0.419,12.37,5.18,defect
41.351,-3368.0,-840.0,22148.0,48.0,-835.0,-59.0,0.459,12.37,5.67,defect
41.458,1244.0,-1488.0,22364.0,-346.0,260.0,-128.0,0.363,12.33,4.46,defect
41.567,-564.0,-1216.0,22824.0,-282.0,-236.0,-92.0,0.225,12.24,2.75,defect
41.676,-2440.0,208.0,21772.0,-412.0,-285.0,-124.0,0.119,12.22,1.45,defect
41.782,1368.0,656.0,19916.0,-535.0,374.0,-41.0,0.125,12.23,1.53,defect
41.891,268.0,-692.0,21776.0,-384.0,614.0,-156.0,0.271,12.31,2.95,defect
42.0,72.0,-1324.0,22492.0,-391.0,477.0,-167.0,0.389,12.36,4.82,defect
42.107,4384.0,2460.0,18752.0,-735.0,1431.0,233.0,0.457,12.38,5.66,defect
42.216,-1104.0,-1216.0,23176.0,-375.0,-114.0,-161.0,0.43,12.36,5.31,defect
42.324,1256.0,-1428.0,21368.0,-249.0,294.0,-178.0,0.244,12.28,2.99,defect
42.432,496.0,1436.0,20112.0,-366.0,-396.0,127.0,0.153,12.23,1.87,defect
42.54,356.0,-872.0,22068.0,-261.0,192.0,-23.0,0.119,12.22,1.45,defect
42.648,624.0,-852.0,22436.0,-243.0,465.0,-56.0,0.159,12.26,1.96,defect
42.757,-3440.0,-720.0,23004.0,-397.0,-321.0,-201.0,0.295,12.32,3.64,defect
42.864,-408.0,2904.0,20924.0,-807.0,-864.0,-141.0,0.434,12.38,5.37,defect
42.973,996.0,-1316.0,21112.0,-454.0,296.0,-171.0,0.45,12.37,5.56,defect
43.081,-2924.0,-1552.0,22000.0,-304.0,-61.0,-157.0,0.373,12.34,4.59,defect
43.189,352.0,1308.0,19504.0,-510.0,126.0,-58.0,0.172,12.25,2.1,defect
43.296,-476.0,288.0,22056.0,-408.0,36.0,-124.0,0.12,12.22,1.46,defect
43.404,-1080.0,-1216.0,22060.0,-212.0,96.0,-62.0,0.135,12.25,1.65,defect
43.513,5628.0,564.0,19600.0,-484.0,1200.0,-85.0,0.298,12.32,3.68,defect
43.621,516.0,-1372.0,20800.0,-771.0,680.0,-68.0,0.414,12.37,5.12,defect
43.729,-308.0,-948.0,22412.0,-339.0,-152.0,-233.0,0.457,12.37,5.61,defect
43.838,1900.0,-868.0,21224.0,-263.0,260.0,47.0,0.355,12.33,4.37,defect
43.946,-16.0,-516.0,23252.0,-330.0,119.0,-144.0,0.215,12.26,2.63,defect
44.054,2716.0,-604.0,19464.0,-293.0,710.0,15.0,0.117,12.22,1.43,defect
44.161,420.0,16.0,22468.0,-304.0,44.0,-63.0,0.129,12.23,1.58,defect
44.269,5832.0,132.0,19180.0,-313.0,994.0,94.0,0.218,12.28,2.69,defect
44.377,-140.0,416.0,21940.0,-501.0,489.0,-95.0,0.408,12.36,5.05,defect
44.486,-248.0,-1428.0,21352.0,-243.0,128.0,-104.0,0.458,12.38,5.66,defect
44.593,2328.0,-44.0,21900.0,-382.0,299.0,-112.0,0.441,12.35,5.44,defect
44.702,-232.0,-108.0,22068.0,-369.0,66.0,13.0,0.222,12.27,2.72,defect
44.809,2372.0,240.0,18712.0,-359.0,457.0,17.0,0.136,12.22,1.67,defect
44.917,-716.0,-584.0,22116.0,-472.0,101.0,-101.0,0.111,12.22,1.35,defect
45.025,-296.0,-1276.0,23228.0,-312.0,-285.0,-36.0,0.213,12.29,2.63,defect
45.133,660.0,116.0,19812.0,24.0,-716.0,-88.0,0.353,12.34,4.36,defect
45.241,444.0,-1548.0,19748.0,-405.0,340.0,-86.0,0.437,12.38,5.41,defect
45.35,904.0,44.0,21768.0,-416.0,564.0,-160.0,0.447,12.36,5.52,defect
45.458,732.0,52.0,22044.0,-313.0,21.0,-62.0,0.308,12.32,3.79,defect
45.567,1176.0,-1968.0,20876.0,-207.0,302.0,-5.0,0.153,12.24,2.31,defect
45.675,-6328.0,-776.0,24552.0,-507.0,-895.0,-192.0,0.112,12.22,1.37,defect
45.782,-1180.0,-2128.0,23104.0,-347.0,-104.0,-293.0,0.139,12.24,1.71,defect
45.892,956.0,-2880.0,23268.0,264.0,104.0,-19.0,0.369,12.34,3.85,defect
46.0,-484.0,-1228.0,23108.0,-358.0,76.0,-96.0,0.438,12.38,5.42,defect
46.107,3548.0,636.0,19736.0,-449.0,60.0,-42.0,0.46,12.37,5.69,defect
46.215,1664.0,-1056.0,20148.0,-376.0,539.0,-93.0,0.349,12.33,4.3,defect
46.323,2904.0,56.0,19896.0,-476.0,549.0,167.0,0.231,12.28,2.83,defect
46.431,1400.0,-596.0,20776.0,-361.0,664.0,-118.0,0.143,12.24,1.75,defect
46.54,-1336.0,-64.0,22772.0,-367.0,-263.0,51.0,0.12,12.22,1.46,defect
46.648,-1580.0,-1456.0,24212.0,-416.0,320.0,-165.0,0.178,12.27,2.19,defect
46.756,-292.0,-2824.0,22836.0,-309.0,382.0,-160.0,0.328,12.34,4.06,defect
46.863,6796.0,-252.0,17840.0,-326.0,1130.0,191.0,0.45,12.38,5.56,defect
46.972,2328.0,-332.0,19260.0,-399.0,721.0,-129.0,0.45,12.36,5.56,defect
47.081,-3700.0,-776.0,24828.0,-544.0,-370.0,-91.0,0.331,12.32,4.07,defect
47.188,4772.0,-376.0,18068.0,-262.0,952.0,47.0,0.159,12.24,1.94,defect
47.296,-4268.0,-1016.0,23568.0,-222.0,-498.0,-202.0,0.115,12.22,1.41,defect
47.406,1948.0,-1124.0,22244.0,-235.0,67.0,51.0,0.162,12.26,1.99,defect
47.514,4604.0,-628.0,18424.0,-401.0,1027.0,-7.0,0.37,12.35,4.57,defect
47.622,-2704.0,-752.0,22996.0,-354.0,-239.0,-300.0,0.441,12.38,5.46,defect
47.729,-308.0,-576.0,21240.0,-336.0,63.0,14.0,0.448,12.35,5.53,defect
47.838,1708.0,368.0,22332.0,-424.0,223.0,29.0,0.26,12.3,3.19,defect
47.946,444.0,-1368.0,22720.0,-294.0,251.0,-67.0,0.156,12.24,1.9,defect
48.054,-2956.0,-1444.0,25120.0,-303.0,-390.0,-159.0,0.111,12.23,1.45,defect
48.163,-228.0,-1040.0,23420.0,-437.0,1346.0,-300.0,0.207,12.28,2.55,defect
48.271,1328.0,-24.0,21236.0,-399.0,453.0,-32.0,0.373,12.34,4.61,defect
48.379,-3360.0,-3484.0,26164.0,-298.0,-192.0,-380.0,0.442,12.38,5.43,defect
48.487,784.0,-1112.0,21400.0,-364.0,480.0,-157.0,0.386,12.34,4.76,defect
48.595,2836.0,1672.0,19852.0,-399.0,438.0,-36.0,0.249,12.28,3.05,defect
48.704,-684.0,-1328.0,23876.0,-359.0,229.0,-245.0,0.124,12.22,1.8,defect
48.811,4056.0,-576.0,21284.0,-184.0,647.0,-24.0,0.121,12.22,1.48,defect
48.919,1728.0,-776.0,20036.0,-264.0,339.0,-57.0,0.184,12.27,2.27,defect
49.029,2344.0,-868.0,19848.0,-177.0,490.0,-125.0,0.39,12.36,4.82,defect
49.137,-2228.0,-2364.0,22872.0,-313.0,22.0,-38.0,0.452,12.38,5.59,defect
49.244,668.0,-1456.0,21212.0,-435.0,261.0,-156.0,0.452,12.36,5.58,defect
49.353,2512.0,-1780.0,20868.0,-194.0,550.0,-173.0,0.273,12.29,3.35,defect
49.461,-460.0,572.0,21772.0,-448.0,100.0,-95.0,0.159,12.25,1.95,defect
49.569,1092.0,-1360.0,20216.0,-313.0,668.0,-82.0,0.114,12.22,1.4,defect
49.676,1168.0,-2216.0,20640.0,-474.0,674.0,-369.0,0.156,12.25,1.91,defect
49.784,1044.0,328.0,22276.0,-522.0,-108.0,0.0,0.285,12.32,3.52,defect
49.893,-332.0,-1972.0,21508.0,-165.0,168.0,-63.0,0.401,12.36,4.96,defect
50.001,2948.0,-1380.0,19092.0,-379.0,974.0,-121.0,0.457,12.38,5.65,defect
50.108,-776.0,-1596.0,22248.0,-82.0,10.0,-435.0,0.4,12.35,4.93,defect
50.217,2232.0,-1184.0,19976.0,-362.0,97.0,-50.0,0.264,12.27,3.23,defect
50.324,1764.0,-1408.0,21140.0,-322.0,478.0,-73.0,0.139,12.23,1.69,defect
50.433,3196.0,556.0,22016.0,-188.0,244.0,-24.0,0.115,12.22,1.41,defect
50.541,340.0,-1688.0,22540.0,-143.0,85.0,-40.0,0.184,12.27,1.82,defect
50.649,1664.0,-460.0,20424.0,-334.0,357.0,-78.0,0.322,12.34,3.98,defect
50.757,1552.0,-1388.0,23048.0,-279.0,320.0,-122.0,0.422,12.37,5.23,defect
50.865,736.0,-268.0,19940.0,-783.0,654.0,47.0,0.459,12.37,5.67,defect
50.974,2148.0,-628.0,19416.0,-341.0,209.0,-74.0,0.371,12.34,4.57,defect
51.082,1608.0,-1156.0,20844.0,-267.0,257.0,94.0,0.248,12.28,3.04,defect
51.19,2556.0,868.0,18908.0,-484.0,555.0,44.0,0.13,12.23,1.59,defect
51.297,-160.0,1164.0,21540.0,-514.0,-97.0,-48.0,0.112,12.22,1.38,defect
51.406,-1288.0,-392.0,22360.0,-331.0,-58.0,-66.0,0.156,12.25,1.92,defect
51.513,-3576.0,-1196.0,24296.0,-374.0,-443.0,-212.0,0.337,12.34,4.17,defect
51.623,3540.0,2892.0,16952.0,-242.0,247.0,26.0,0.451,12.38,5.58,defect
51.732,-44.0,-2292.0,21472.0,-324.0,385.0,-32.0,0.434,12.37,5.36,defect
51.839,-664.0,-2008.0,21924.0,-247.0,197.0,-308.0,0.296,12.31,3.64,defect
51.946,1272.0,-868.0,20344.0,-381.0,417.0,-14.0,0.191,12.26,2.34,defect
52.055,-604.0,-828.0,21776.0,-433.0,-64.0,-77.0,0.128,12.22,1.57,defect
52.163,648.0,-168.0,22636.0,-444.0,-161.0,101.0,0.138,12.24,1.69,defect
52.272,-324.0,-1872.0,21276.0,-318.0,-174.0,-81.0,0.25,12.3,3.09,defect
52.378,5540.0,1908.0,14852.0,-489.0,940.0,120.0,0.384,12.37,4.75,defect
52.487,1096.0,-20.0,21124.0,-249.0,-27.0,-127.0,0.462,12.37,5.72,defect
52.596,-240.0,-1144.0,21172.0,-299.0,243.0,-188.0,0.398,12.34,4.9,defect
52.704,1544.0,-504.0,21544.0,-270.0,195.0,-35.0,0.198,12.25,3.08,defect
52.811,-2512.0,-864.0,22524.0,-78.0,-735.0,67.0,0.122,12.22,1.49,defect
52.92,-2404.0,-2224.0,22140.0,-356.0,-266.0,-137.0,0.122,12.23,1.49,defect
53.029,208.0,-112.0,24480.0,-357.0,189.0,-8.0,0.315,12.33,3.12,defect
53.136,-2108.0,376.0,23296.0,-478.0,-341.0,-202.0,0.418,12.37,5.17,defect
53.245,3512.0,-188.0,19456.0,-426.0,397.0,29.0,0.461,12.37,5.7,defect
53.353,-2260.0,-932.0,23360.0,-390.0,-347.0,-144.0,0.339,12.33,4.17,defect
53.461,-940.0,-1148.0,22724.0,-253.0,-321.0,58.0,0.202,12.26,2.47,defect
53.569,3224.0,2732.0,17748.0,-262.0,-122.0,-118.0,0.13,12.22,1.59,defect
53.677,-728.0,-136.0,24964.0,-336.0,-458.0,-160.0,0.138,12.24,1.69,defect
53.785,1424.0,-496.0,22896.0,-444.0,611.0,-320.0,0.253,12.29,3.11,defect
53.892,-792.0,-412.0,21460.0,-326.0,-70.0,-90.0,0.371,12.35,4.59,defect
54.001,-192.0,668.0,19612.0,-291.0,-544.0,-253.0,0.454,12.38,5.62,defect
54.108,2332.0,-1096.0,22440.0,-393.0,513.0,-59.0,0.436,12.35,5.38,defect
54.217,1056.0,-324.0,21200.0,-320.0,33.0,-33.0,0.326,12.32,4.0,defect
54.325,-1124.0,-1264.0,20708.0,-292.0,-79.0,165.0,0.166,12.24,2.02,defect
54.434,2572.0,-904.0,21140.0,-405.0,518.0,-152.0,0.119,12.22,1.45,defect
54.541,-416.0,-528.0,22228.0,-556.0,100.0,-135.0,0.119,12.24,1.45,defect
54.65,-1400.0,1164.0,23844.0,-470.0,-181.0,-19.0,0.231,12.29,2.84,defect
54.757,6372.0,-1344.0,20632.0,-456.0,1273.0,94.0,0.358,12.34,4.43,defect
54.865,2424.0,-920.0,21296.0,-217.0,438.0,-41.0,0.447,12.38,5.47,defect
54.973,3752.0,588.0,20440.0,-370.0,811.0,92.0,0.435,12.35,5.37,defect
55.081,-1984.0,828.0,23028.0,-435.0,-358.0,-26.0,0.281,12.3,3.44,defect
55.19,-2340.0,-2312.0,22288.0,-242.0,-222.0,-205.0,0.138,12.23,1.69,defect
55.298,5244.0,16.0,16904.0,-595.0,1268.0,-92.0,0.127,12.23,1.56,defect
55.407,3032.0,208.0,21212.0,-423.0,692.0,-62.0,0.22,12.29,2.71,defect
55.514,-2992.0,-260.0,23120.0,-347.0,-280.0,85.0,0.402,12.36,4.97,defect
55.622,1200.0,-228.0,20380.0,-374.0,661.0,-80.0,0.439,12.38,5.43,defect
55.73,2840.0,676.0,19476.0,-409.0,-1.0,-37.0,0.437,12.35,5.39,defect
55.84,-1304.0,-556.0,22696.0,-451.0,234.0,-219.0,0.239,12.27,2.93,defect
55.947,2544.0,-344.0,18956.0,-441.0,988.0,84.0,0.144,12.23,1.76,defect
56.056,2592.0,-200.0,20288.0,-237.0,711.0,-115.0,0.113,12.22,1.38,defect
56.163,-976.0,-1456.0,23692.0,-308.0,103.0,-195.0,0.181,12.27,2.23,defect
56.271,1860.0,2076.0,18388.0,-373.0,-240.0,-231.0,0.328,12.33,4.05,defect
56.38,-732.0,-1076.0,23820.0,-114.0,-133.0,-26.0,0.423,12.37,5.23,defect
56.488,3640.0,-468.0,21596.0,-372.0,439.0,-89.0,0.465,12.36,5.74,defect
56.595,868.0,-1904.0,22476.0,-135.0,379.0,-150.0,0.369,12.34,4.54,defect
56.703,4884.0,-1200.0,17776.0,-30.0,718.0,-179.0,0.224,12.25,2.75,defect
56.811,-1828.0,-1404.0,21812.0,-421.0,-128.0,-101.0,0.118,12.22,1.45,defect
56.921,1184.0,408.0,19296.0,-331.0,4.0,197.0,0.16,12.24,1.97,defect
57.028,1268.0,-740.0,20900.0,-161.0,628.0,-23.0,0.272,12.34,3.36,defect
57.137,2524.0,504.0,20540.0,-575.0,532.0,-52.0,0.425,12.38,5.26,defect
57.245,-1408.0,-1700.0,24124.0,-172.0,39.0,-31.0,0.455,12.37,5.62,defect
57.352,1604.0,-956.0,22056.0,-205.0,87.0,-4.0,0.322,12.32,4.77,defect
57.461,1480.0,-1852.0,21720.0,-397.0,197.0,-149.0,0.186,12.26,2.28,defect
57.569,492.0,-856.0,20048.0,-447.0,98.0,0.0,0.121,12.22,1.47,defect
57.676,868.0,-888.0,22808.0,-398.0,263.0,-53.0,0.151,12.25,1.85,defect
57.785,-1872.0,560.0,24384.0,-421.0,0.0,-73.0,0.283,12.32,3.49,defect
57.892,-2324.0,16.0,21768.0,-689.0,51.0,128.0,0.404,12.36,5.01,defect
58.002,2744.0,-724.0,20020.0,-374.0,427.0,-81.0,0.452,12.37,5.59,defect
58.109,3048.0,-1880.0,20540.0,-349.0,839.0,-168.0,0.375,12.33,4.61,defect
58.218,784.0,-1280.0,22068.0,-345.0,367.0,-207.0,0.223,12.28,2.74,defect
58.325,1008.0,-1260.0,20000.0,-386.0,-18.0,59.0,0.121,12.22,1.48,defect
58.434,2572.0,-820.0,20268.0,-557.0,809.0,-64.0,0.127,12.23,1.56,defect
58.542,1944.0,252.0,21316.0,-355.0,330.0,-22.0,0.196,12.28,2.41,defect
58.649,4892.0,112.0,17168.0,-409.0,1421.0,-46.0,0.391,12.35,4.84,defect
58.758,-1532.0,-2144.0,22148.0,-245.0,-205.0,-166.0,0.448,12.38,5.54,defect
58.867,-692.0,-424.0,22952.0,-439.0,114.0,-160.0,0.449,12.35,5.53,defect
58.975,2788.0,812.0,20456.0,-469.0,484.0,-59.0,0.236,12.28,2.89,defect
59.083,-1616.0,976.0,23852.0,-834.0,-141.0,-142.0,0.139,12.23,1.7,defect
59.191,-2736.0,-104.0,21968.0,-517.0,-253.0,-177.0,0.115,12.23,1.41,defect
59.299,2628.0,2360.0,20944.0,-505.0,112.0,128.0,0.223,12.29,2.75,defect
59.406,-868.0,76.0,22228.0,-357.0,124.0,-147.0,0.345,12.34,4.27,defect
59.516,6240.0,364.0,18856.0,-454.0,1354.0,-121.0,0.459,12.38,5.48,defect
59.623,-7388.0,-872.0,24852.0,-295.0,-1360.0,-41.0,0.442,12.35,5.46,defect
59.731,1156.0,-272.0,20640.0,-272.0,82.0,3.0,0.304,12.31,3.74,defect
59.84,-1408.0,-1076.0,21216.0,-514.0,-367.0,-133.0,0.147,12.23,1.79,defect
59.948,3648.0,1452.0,22976.0,-286.0,633.0,91.0,0.122,12.22,1.49,defect
60.057,1228.0,-1044.0,20656.0,-354.0,418.0,-146.0,0.198,12.26,2.44,defect
60.165,-380.0,-1012.0,21800.0,-319.0,40.0,-79.0,0.365,12.34,4.52,defect
60.273,-776.0,-1696.0,22340.0,41.0,-354.0,-84.0,0.465,12.38,5.75,defect
